broker_order_id,instrument_id,quantity,exchange,average_price,current_datetime,current_ltp
2022-02-18 12:18:54.653107,NIFTY15JUL2116050CE.NFO,50,NFO,7.8,2021-07-09 15:15:00.294811,15686.3
2022-02-18 12:18:55.031812,NIFTY15JUL2115400PE.NFO,50,NFO,12.45,2021-07-09 15:15:00.294811,15686.3
2022-02-18 12:18:55.424104,NIFTY15JUL2116150CE.NFO,-100,NFO,4.5,2021-07-09 15:15:00.294811,15686.3
2022-02-18 12:18:55.815329,NIFTY15JUL2115250PE.NFO,-100,NFO,6.35,2021-07-09 15:15:00.294811,15686.3
2022-02-18 12:20:58.350308,NIFTY15JUL2115250PE.NFO,100,NFO,0.1,2021-07-15 15:12:30.936691,15925.9
2022-02-18 12:20:58.789827,NIFTY15JUL2116150CE.NFO,100,NFO,0.1,2021-07-15 15:12:30.936691,15925.9
2022-02-18 12:20:59.222721,NIFTY15JUL2115400PE.NFO,-50,NFO,0.1,2021-07-15 15:12:30.936691,15925.9
2022-02-18 12:20:59.641236,NIFTY15JUL2116050CE.NFO,-50,NFO,0.05,2021-07-15 15:12:30.936691,15925.9
