underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,strangle_strike_high,position_entry_ltp,is_hedged,is_closed,is_expiry_day,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close,is_broker_working
NIFTY,2021-05-17 09:15:36.848463,0,0,0,0,0,14751.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:37.666367,0,0,0,0,0,14755.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:38.483661,0,0,0,0,0,14755.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:39.301358,0,0,0,0,0,14754.35,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:40.118847,0,0,0,0,0,14755.0,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:40.936309,0,0,0,0,0,14755.0,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:41.753837,0,0,0,0,0,14756.95,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:42.571213,0,0,0,0,0,14756.0,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:43.388214,0,0,0,0,0,14758.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:44.205343,0,0,0,0,0,14757.75,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:45.022444,0,0,0,0,0,14755.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:45.839755,0,0,0,0,0,14755.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:46.657074,0,0,0,0,0,14760.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:47.475865,0,0,0,0,0,14759.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:48.293586,0,0,0,0,0,14760.3,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:49.111727,0,0,0,0,0,14761.0,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:49.929039,0,0,0,0,0,14761.0,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:50.746476,0,0,0,0,0,14757.05,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:51.564212,0,0,0,0,0,14747.7,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:52.382574,0,0,0,0,0,14748.8,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:53.200444,0,0,0,0,0,14749.35,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:54.018479,0,0,0,0,0,14750.65,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:54.836511,0,0,0,0,0,14750.65,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:55.655585,0,0,0,0,0,14751.05,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:56.474529,0,0,0,0,0,14752.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:57.291252,0,0,0,0,0,14751.8,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:58.109936,0,0,0,0,0,14753.8,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:58.926595,0,0,0,0,0,14753.8,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:59.743882,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:16:00.561703,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:01.265028,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:01.968752,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:02.671984,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:03.375067,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:04.078136,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:04.781222,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:05.484557,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:06.188165,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:06.891263,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:07.594650,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:08.297804,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:09.001030,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:09.704812,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:10.408113,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:11.111233,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:11.814378,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:12.517800,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:13.221332,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:13.924525,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:14.627835,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:15.330976,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:16.034335,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:16.737939,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:17.441234,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:18.144395,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:18.847696,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:19.551238,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:20.255751,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:20.959119,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:21.662394,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:22.365634,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:23.069444,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:23.772800,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:24.476052,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:25.179281,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:25.882596,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:26.586310,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:27.289799,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
NIFTY,2021-05-17 09:16:27.993146,0,0,0,0,0,14756.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,False
