underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,strangle_strike_high,position_entry_ltp,is_hedged,is_closed,is_expiry_day,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close,is_broker_working
NIFTY,2021-05-17 09:15:00.000000,0,0,0,0,0,14756.25,2021-05-20 15:30:00,,,,,,False,False,False,,,,,,,,,True
NIFTY,2021-05-17 09:15:00.877698,0,0,0,0,0,14756.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:01.695308,0,0,0,0,0,14750.8,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:02.513171,0,0,0,0,0,14759.3,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:03.330899,0,0,0,0,0,14748.3,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:04.148376,0,0,0,0,0,14750.7,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:04.966228,0,0,0,0,0,14743.15,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:05.783361,0,0,0,0,0,14738.9,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:06.601513,0,0,0,0,0,14735.9,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:07.418572,0,0,0,0,0,14743.05,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:08.235536,0,0,0,0,0,14743.85,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:09.052919,0,0,0,0,0,14742.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:09.869990,0,0,0,0,0,14742.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:10.687276,0,0,0,0,0,14743.05,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:11.504719,0,0,0,0,0,14744.85,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:12.322553,0,0,0,0,0,14744.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:13.141158,0,0,0,0,0,14740.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:13.957807,0,0,0,0,0,14735.2,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:14.775273,0,0,0,0,0,14733.55,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:15.592359,0,0,0,0,0,14739.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:16.409293,0,0,0,0,0,14736.35,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:17.226368,0,0,0,0,0,14738.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:18.044078,0,0,0,0,0,14739.7,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:18.860566,0,0,0,0,0,14739.7,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:19.678579,0,0,0,0,0,14741.05,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:20.495886,0,0,0,0,0,14741.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:21.313384,0,0,0,0,0,14744.75,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:22.130781,0,0,0,0,0,14744.65,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:22.948045,0,0,0,0,0,14744.65,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:23.766327,0,0,0,0,0,14746.55,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:24.584505,0,0,0,0,0,14746.6,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:25.401732,0,0,0,0,0,14744.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:26.219174,0,0,0,0,0,14747.8,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:27.035745,0,0,0,0,0,14745.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:27.855160,0,0,0,0,0,14745.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:28.674261,0,0,0,0,0,14747.7,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:29.491403,0,0,0,0,0,14744.35,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:30.308742,0,0,0,0,0,14746.3,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:31.126245,0,0,0,0,0,14746.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:31.944725,0,0,0,0,0,14746.1,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:32.761747,0,0,0,0,0,14747.5,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:33.578719,0,0,0,0,0,14747.45,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:34.396169,0,0,0,0,0,14750.35,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:35.213711,0,0,0,0,0,14750.45,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
NIFTY,2021-05-17 09:15:36.031836,0,0,0,0,0,14751.25,2021-05-20 15:30:00,,,,,,False,False,False,2021-05-17 09:05:00,2021-05-17 09:10:00,,,2021-05-17 09:10:00,2021-05-17 09:15:00,,,True
